NCBI GeneID	Symbol	Common Name	Synonyms
562619	adcy5	zebrafish	si:dkeyp-60a7.2,si:dkey-178j17.2
562690	nid1a	zebrafish	nid1,im:7055206,im:7142300,mg:bb01h02
562854	lap3	zebrafish	im:7150907
562861	plekhg5a	zebrafish	syx,syx-a,plekhg5,si:ch211-15p9.7
562995	depdc5	zebrafish	si:dkey-106l3.5
563259	dcdc2b	zebrafish	zgc:123267
563335	hbae4	zebrafish	hbz,zgc:163057
563413	ugt5c3	zebrafish	si:ch211-278n20.6
563598	nrxn3a	zebrafish	nrxn3aa,nrxn3ab,im:7144250,wu:fj54c11
563633	smurf2	zebrafish	wu:fb82a11,wu:fc41c02
563644	kdm6bb	zebrafish	jmjd3,kdm6b,jmjd3a,zC237L4.7,si:ch211-237l4.7
563708	skp2	zebrafish	sb:cb933,id:ibd5121,wu:fa10b08,wu:fj97b11,zgc:162950
563753	mmp11a	zebrafish	
563855	chac1	zebrafish	cb1014,wu:fb93a10,wu:fp64e03
563901	stim2b	zebrafish	stim2,stim2a
563952	ccl34b.1	zebrafish	si:dkey-25o1.6
564004	usp45	zebrafish	
564201	ca7	zebrafish	zgc:73385
564395	smad6b	zebrafish	si:dkey-288j18.1
564412	ush1c	zebrafish	zgc:136806
564970	slc2a11b	zebrafish	fc06b08,wu:fc06b08,si:ch211-207k7.1,si:ch73-266o15.1
565000	exosc3	zebrafish	im:7140537,zgc:112345
565038	ccnd2b	zebrafish	si:ch211-240j22.2
565117	cel.2	zebrafish	cell,celip,basal.2,zgc:112377,zgc:153861
565379	phkg1a	zebrafish	zgc:153009
565429	hspg2	zebrafish	
565563	kif5c	zebrafish	si:ch211-157c24.3
565575	smg7	zebrafish	fa99h10,wu:fa99h10
565591	fat1b	zebrafish	fat1
565718	mtnr1ab	zebrafish	
565849	ppp2r3a	zebrafish	pr72,si:dkeyp-38b6.1
565914	plekhh1	zebrafish	max1,im:6897489,im:7143671
565952	e2f8	zebrafish	im:7149356,wu:fc06b06,si:ch211-215h6.2
565958	ccr7	zebrafish	zgc:165629
566069	scn4ba	zebrafish	scn4b1,scn4b.1,zgc:165389
566220	cntnap1	zebrafish	caspr1,si:ch211-250i3.4
566223	atf5a	zebrafish	si:dkey-127j5.5
566255	mmrn2b	zebrafish	
566367	abcd1	zebrafish	ALDP,zgc:172102
566514	gabrb4	zebrafish	si:dkey-169l5.3
566538	fstb	zebrafish	fst2,fstl,zeh1606,hm:zeh1606,zgc:171342
566714	tcnba	zebrafish	tcnl,wu:fd50g03,si:dkey-252h13.5
566728	olig3	zebrafish	
566880	myo18aa	zebrafish	myo18l2
567017	kera	zebrafish	zgc:136259,si:dkeyp-38g8.3
567024	lgsn	zebrafish	lgs,gluld1,zgc:136604
567027	mbnl3	zebrafish	mbnl3a,mbnl3b,mbnl3c
567038	pappa2	zebrafish	Papp-a2,si:dkey-39f8.1
567192	cd59a	zebrafish	cd59,lndc1,fj38b04,wu:fj38b04,ly6/neurotoxin like
567242	cnga3a	zebrafish	
567257	f3a	zebrafish	f3
567548	smpd2a	zebrafish	smpd2,NSMase
567576	syne1b	zebrafish	syne1
567639	pleca	zebrafish	fa95h11,sb:eu420,plec1-like,wu:fa95h11,si:dkey-151c10.1
567656	cxcl11.4	zebrafish	cxc56,CXC-56,CXCL11ad,cxcl11l2,CXCL-chr5f
567678	avd	zebrafish	
567751	ebf3a	zebrafish	ebf3,zgc:158829
567858	ponzr1	zebrafish	gb:eh433777,si:dkey-33c9.4
567928	lamc2	zebrafish	sb:eu2427
568060	pkp2	zebrafish	si:ch211-11c20.1
568159	ago3b	zebrafish	ago3,eif2c3,eif2c3b,sb:eu332,Argonaute3,si:dkey-3n22.3
568370	cdh10a	zebrafish	cdh10
568381	smpd3	zebrafish	si:ch73-316n6.2
568405	csf1rb	zebrafish	si:ch1073-368i11.1
568726	adcy7	zebrafish	ADCY4a
568821	nyx	zebrafish	
568941	oc90	zebrafish	otoc1,wu:fb30b04,si:ch211-66b9.2
569081	rerea	zebrafish	rere,atrophin2
569109	dbpb	zebrafish	dbp2,si:dkeyp-69b9.5
569308	rbp7b	zebrafish	rbp7,zgc:194638,zgc:194658
569618	adamts8a	zebrafish	si:dkey-127j5.2
569620	mgaa	zebrafish	mga,sb:eu601,im:7137698,wu:fd99g02
569858	abcg2c	zebrafish	im:6903440
570024	crtc3	zebrafish	
570189	npffr1l2	zebrafish	gpr74,si:ch211-220a11.2
570210	actc2	zebrafish	zgc:86709
570218	ppp1r12c	zebrafish	mypt2,fi37e03,wu:fc07c03,wu:fi37e03,zgc:152881
570228	arhgef3	zebrafish	si:ch211-258l4.8
570385	lrrtm1	zebrafish	im:6904481
570508	crp1	zebrafish	si:ch211-234p6.14
570568	rragd	zebrafish	zgc:162165
570775	ago1	zebrafish	si:ch211-119n15.3
571235	pcsk5a	zebrafish	pc5.1,pcsk5.1,pcsk5/6a,si:dkey-267i17.1
571641	htr3a	zebrafish	si:dkeyp-14b8.5
571679	chrm3a	zebrafish	chrm3
571851	kdm2aa	zebrafish	jhdm1A-b,wu:fb76b11,wu:fj11c04,zgc:158441,zgc:158606
572207	rcvrn3	zebrafish	rcv2b,zgc:73075
572278	gja10a	zebrafish	cx52.7,zgc:194445,zgc:194451
572372	gjd1a	zebrafish	cx34.1,zgc:194261,zgc:194299
572703	efemp2b	zebrafish	CB257,fbln4,sb:cb257,id:ibd2923,wu:fc56c09,wu:fc56c09.x1
573689	ndufs4	zebrafish	zgc:112289
574422	fynb	zebrafish	im:6908851,zgc:109996,si:dkey-119m7.5
57957	slc7a6	zebrafish	id:ibd2834
57987	adgrl2a	zebrafish	lphn2a,id:ibd2808,wu:fb72a08
58046	hoxc1a	zebrafish	z-42
58062	hoxc12b	zebrafish	sb:eu246
58110	gabpa	zebrafish	e4tf,wu:fc12d11
58130	tradd	zebrafish	zehn0873,wu:fc59e02,zgc:103556,hm:zehn0873
613242	dre-mir-430a-5	zebrafish	mirn430a,mir430a-5,mirn430a-5,mir430a-2.6
641327	ca10a	zebrafish	zgc:123167,si:ch211-29a20.1
641469	ntn2	zebrafish	
64616	atp1a1b	zebrafish	cb707,atp1a1l5,atp[a]1B2,zgc:92351,wu:fj34g01
64691	mhc2a1	zebrafish	a3,zgc:92049
65226	rpa2	zebrafish	rpa,zgc:109822,ik:tdsubc_2g1,xx:tdsubc_2g1
664698	neflb	zebrafish	nefl,zgc:136626
664718	krt1-19d	zebrafish	
664753	trim55b	zebrafish	im:7145460,zgc:136833
677750	myl2b	zebrafish	myl2,mlc2b,zgc:136848
678518	baiap2a	zebrafish	wu:fk29g02,zgc:136827
678531	mmp30	zebrafish	MMPLf,zgc:136396
678538	crp4	zebrafish	CRP,zgc:136586
678598	pitx1	zebrafish	zgc:136976
692272	inka1a	zebrafish	fam212aa,sb:cb528,wu:fk96h10,zgc:136369,zgc:158531
692307	il22ra2	zebrafish	crfb9,zgc:136580
692318	slc6a1a	zebrafish	fj43h03,wu:fj43h03,zgc:136569
723997	mgst2	zebrafish	zgc:136570
724056	alox5b.2	zebrafish	zgc:136911
735250	rpl22l1	zebrafish	fa96f07,wu:fa96f07,zgc:136591
735291	hspa12b	zebrafish	
735310	abcg2d	zebrafish	
751638	cox5b2	zebrafish	mg:cb01c08,zgc:153978,zgc:173509
751704	spi1a	zebrafish	spi1l,zgc:152991
751742	uraha	zebrafish	urah,zgc:153543
767673	zic4	zebrafish	fj36d02,wu:fj36d02,zgc:154123
767684	itln1	zebrafish	INTL1,zgc:153267
767742	f13a1a.1	zebrafish	zgc:152982
767751	ccnb3	zebrafish	zgc:153369
767781	rhebl1	zebrafish	rheb,im:7161941,zgc:153231
767805	klf13	zebrafish	klf13l,zgc:152886
767810	mhc2dbb	zebrafish	DBB,mhc2d18b,zgc:153067,si:dz241h12.1,si:busm1-241h12.1
768119	cnot7	zebrafish	CAF1,fd59c07,fj07d05,wu:fd59c07,wu:fj07d05,zgc:153168
768198	klhl24a	zebrafish	klhl24,zgc:153342
777734	zdhhc15b	zebrafish	fc02b12,zdhhc15,wu:fc02b12,zgc:152683
777735	fgf12a	zebrafish	fgf12,zgc:153104
780835	s1pr5b	zebrafish	zgc:158362
790901	gip	zebrafish	zgc:165349
791920	tmem35	zebrafish	Xp18,tmem35a,flj14084,wu:fc41e12,zgc:110832
791954	or42e3	zebrafish	or2.4,olfr2.4,or111-2,or15.41
792063	ft2	zebrafish	zFT2,zgc:194457
792884	rxfp2a	zebrafish	rxfp2,lgr8.1,rxfp2b,zgc:63668
793165	tia1	zebrafish	fb73d10,zgc:55520,wu:fb73d10,wu:fc02b04
793551	spg11	zebrafish	
79378	agxtb	zebrafish	agxt,zgc:65930,wu:fb57d01
793873	snip1	zebrafish	
793996	scn8ab	zebrafish	
794199	setd2	zebrafish	hypb,fb97h09,wu:fb97h09
794293	tead3b	zebrafish	zgc:171784
794479	col8a2	zebrafish	si:ch211-197n10.4
794635	c4b	zebrafish	c4-2,c4bl,si:dkey-8k3.2
796377	sema4e	zebrafish	sema7,semaZ7
796490	pdgfbb	zebrafish	sb:eu2436,si:dkey-110g7.5
796604	il2rga	zebrafish	il-2rgc.a,si:dkey-18a10.4
797406	espl1	zebrafish	espl1,,fl55e11,wu:fl55e11,mp:zf637-3-001691
797832	scube1	zebrafish	im:7427863
798347	tpp1	zebrafish	cln2,TPP-1,TPP-I,fa01b09,im:7149243,wu:fa01b09
798498	adra1aa	zebrafish	adra1a,fc18h12,wu:fc18h12
799492	ckmt2b	zebrafish	ckmt2,ckmt2-2,zgc:73059
799647	trpm4b.2	zebrafish	trpm4c,TRPM4b1
80358	or30bx1	zebrafish	or5,zor5,or5.1,dror5a,olfr5.1,or102-1,or15.57
80955	siah1	zebrafish	Siah1a,zgc:56026,id:ibd2635
83415	six2a	zebrafish	six2.1,zgc:91945,wu:fj04e08
84037	twsg1a	zebrafish	tsg,tsga,twsg1,fi23f01,wu:fi23f01
100000095	cckb	zebrafish	wu:fq26c12
100001725	emilin2a	zebrafish	emilin2,si:dkey-216e9.9
100002060	masp1	zebrafish	MASP3,MAp44,si:dkeyp-75c7.1
100002391	nphp1	zebrafish	im:7162391,wu:fi59g07,zgc:152930
100002463	pprc1	zebrafish	cb478,sb:cb478,wu:fb72d09,wu:fj86g08
100002812	phospho1	zebrafish	sb:cb839,zgc:92423
100002917	abcc6b.2	zebrafish	
100002928	iqgap1	zebrafish	im:7152854,im:7156663
100003592	adgra3	zebrafish	gpr125
100003691	socs9	zebrafish	socs4,socs4b,wu:fc67f12
100003782	trim2a	zebrafish	trim2,zgc:113099
100003999	eevs	zebrafish	si:ch211-170n20.3
100004076	rpe65c	zebrafish	RPE56c,si:ch211-198n5.12
100004469	igsf11	zebrafish	seurat,sc:d812
100004870	exoc2	zebrafish	sec5l1,zgc:63558,zgc:77855
100005325	scn1bb	zebrafish	
100005504	gig2l	zebrafish	
100006037	cited4b	zebrafish	cb305,cited3,zgc:55257,id:ibd5008
100006090	abca2	zebrafish	si:dkey-266h7.1
100006320	ugt2a1	zebrafish	
100006350	nsd3	zebrafish	whsc1l1
100006496	pcdh1a	zebrafish	pcdh7,si:dkey-18f22.3
100007121	olfcg12	zebrafish	A01,Dr9-1,v2r20,v2ra1,sub9_10,si:dkey-53f14.1
100007661	paqr5b	zebrafish	zgc:101065
100007704	slc7a8a	zebrafish	
100008445	plaua	zebrafish	si:dkey-252g6.1
100008558	rxfp3.2a	zebrafish	rxfp3,rxfp3-2a
100009645	syne3	zebrafish	zgc:158327
100009656	pcsk7	zebrafish	fj05c03,wu:fj05c03,zgc:158336
100009663	atg9a	zebrafish	zgc:158700
100033557	mir9-5	zebrafish	dre-mir-9-5
100033567	mir16a	zebrafish	dre-mir-16a
100033578	mir19c	zebrafish	dre-mir-19c
100033595	dre-mir-26a-1	zebrafish	mir26a-1
100033601	mir27c	zebrafish	mir-27c-1,mir-27c-2,dre-mir-27c,dre-mir-27c-1
100033628	mir124-1	zebrafish	dre-mir-124-1
100033639	mir125c	zebrafish	dre-mir-125c
100033677	dre-mir-153a	zebrafish	mir153a
100033741	mir34c	zebrafish	dre-mir-34c
100033743	dre-mir-731	zebrafish	mir731
100033770	mir203a	zebrafish	dre-mir-203a
100033771	mir204-1	zebrafish	dre-mir-204-1
100034379	taar13d	zebrafish	si:dkey-7c18.4
100034624	olfcq1	zebrafish	v2rh14,si:dkey-183j10.2
100036549	ctr9	zebrafish	fc54a06,wu:fc54a06
100037325	ucmaa	zebrafish	GRP2,ucma,zgc:162317
100037369	atp5if1a	zebrafish	IF1 A,atpif1,IF(1) A,atpif1a,zgc:162207
100037388	hps5	zebrafish	zgc:162420
100038775	htr5aa	zebrafish	htr5a,si:dkey-265a7.5
100038802	slco2a1	zebrafish	
100073337	or41a2	zebrafish	or10.1,or108-3,zgc:165563
100093707	bcl11ba	zebrafish	wu:fj43a03,zgc:165628,si:dkey-238i13.1
100124622	gsta.2	zebrafish	zgc:173961
100126018	prok1	zebrafish	zgc:171925
100126027	hist1h4l	zebrafish	h4,gb:am422106
100136839	igf2bp2a	zebrafish	crfb14,crfb16,igf2bp2,si:ch211-125m20.1
100136861	cishb	zebrafish	socs8,cish.b,zgc:175109
100144628	shmt2	zebrafish	
100144772	cubn	zebrafish	
100148085	ap2s1	zebrafish	igib,fb52e12,zgc:65827,wu:fb52e12,wu:fk78e12
100148292	npl	zebrafish	zgc:76930,wu:fb53b06
100148976	adcy8	zebrafish	si:ch211-220f13.4
100149056	panx3	zebrafish	si:dkey-263o8.2
100149066	her4.4	zebrafish	si:ch73-21g5.5
100149452	il1rapl2	zebrafish	il18r,ilrapl2,si:ch211-149o12.1
100150195	gjb1b	zebrafish	cx31.7
100150246	grm1b	zebrafish	grm1,grm1a,si:ch211-278p9.5
100150304	gucy1b1	zebrafish	sGC,sgc1b1,gucy1b3,si:ch73-34b5.3
100150672	cbx8a	zebrafish	cbx8
100151149	syngap1b	zebrafish	si:dkey-246f6.1
100170805	xpr1a	zebrafish	si:dkey-6n6.7
100190900	slco1f3	zebrafish	zgc:175035
100302404	f8	zebrafish	
100302470	epdl1	zebrafish	uo:ion005
100317129	ndst3	zebrafish	si:ch211-152j23.1
100320028	plat	zebrafish	si:ch211-220d9.5,si:dkeyp-117b11.4
100321314	cxcl18a.1	zebrafish	cxc46
100329124	ifngr1l	zebrafish	crfb13,ifngr1,ifngr1-1,ifngr1-2,ifngr1ll,si:ch211-165e15.2
100329340	slc34a1a	zebrafish	npt2a
100329707	farp1	zebrafish	si:ch211-235f1.1
100329827	gad1a	zebrafish	si:dkey-249g23.3
100329944	ndst1a	zebrafish	
100330288	duox2	zebrafish	
100331041	trib2	zebrafish	
100331083	parapinopsina	zebrafish	pp1,uvpp
100331892	rbl2	zebrafish	
100332193	ghsrb	zebrafish	si:dkey-83f6.2
100332913	grm5b	zebrafish	grm5a
100333062	wdr81	zebrafish	fc37g06,wu:fc37g06
100333125	wdpcp	zebrafish	gb:eb913274,si:dkeyp-74f1.3
100333269	aldh1l2	zebrafish	
100334698	reck	zebrafish	si:ch1073-416f3.1
100384893	ugt1b2	zebrafish	
100537750	foxq1a	zebrafish	foxq1l,zgc:162905
100538180	tbx19	zebrafish	si:ch211-155d24.2
100538330	rbfox3a	zebrafish	neun,rbfox3
100884131	opn4b	zebrafish	
100884146	selplg	zebrafish	
101883610	cxcl11.6	zebrafish	si:ch211-202a12.8
101883679	cxcl11.7	zebrafish	CXCL11,CXCL-ch,si:ch211-202a12.9
101885552	vegfba	zebrafish	si:ch211-245d7.5
101887155	pnpla2	zebrafish	atgl
102467218	adamts3	zebrafish	
114404	gjc4a.1	zebrafish	gjc4a,cx44.2,fk18g12,wu:fk18g12,etID18867.6
114441	ncam2	zebrafish	zOCAM,sb:eu836
170783	mkrn2	zebrafish	hspc070,wu:fb99a04
192315	uxs1	zebrafish	fj36b08,CHUNP6891,zgc:91980,wu:fj36b08
192324	cct7	zebrafish	fb38h02,fc05g05,chunp6934,wu:fb38h02,wu:fc05g05
192331	snrpd1	zebrafish	snprd1,fk26a01,snrnpd1,CHUNP6882,zgc:86929,wu:fk26a01
192334	b3gat3	zebrafish	fe01c06,CHUNP6865,wu:fe01c06,zgc:112070
259250	cers4a	zebrafish	trh1
259251	cers2a	zebrafish	trh3,lass2,fi37a01,wu:fi37a01
259304	twsg1b	zebrafish	tsg1,tsgb,ztsg1
266796	sec61a1b	zebrafish	cb413,sec61b,sec61a1l,sec61al2,wu:fb36f05,wu:fb36f12,wu:fb37d04,wu:fi26f11
280652	cdon	zebrafish	cb507,wu:fa10c03,wu:fb94b11,zgc:158240
30156	tenm4	zebrafish	odz4,ten-4,ten-m4
30208	cmn	zebrafish	wu:fd07b03
30231	nipsnap1	zebrafish	zgc:153339
30232	nipsnap2	zebrafish	gbas,zgc:92497,wu:fc08b08
30396	elf1	zebrafish	ef1,zef1,fb05d07,wu:fb05d07
30440	prim1	zebrafish	fa12c04,wu:fa12c04
30485	mxi1	zebrafish	fb16b12,fb55f03,wu:fb16b12,wu:fb55f03,wu:fd06a08,wu:fz74f10,etID309773.22
30489	bfb	zebrafish	Bf-2
30576	ldb1b	zebrafish	ldb1
30655	mtch2	zebrafish	fi20c06,fj35g12,wu:fi20c06,wu:fj35g12
30660	mtnr1al	zebrafish	mel1a,mel1a2,mtnr1a
30707	cse1l	zebrafish	cas
30734	rptpa	zebrafish	
30751	pcmt	zebrafish	pimt,fj13d06,wu:fj13d06,etID309741.20
317746	suclg2	zebrafish	cb625,fd44e06,wu:fd44e06
321058	wdr3	zebrafish	sb:cb42,wu:fb92b07
321133	nop14	zebrafish	cb168,nol14,c4orf9,sb:cb168,zgc:92141,Nop14-like,ik:tdsubc_1a2,xx:tdsubc_1a2
321346	phb	zebrafish	fa18f07,fb09f05,sr:nyz128,wu:fa18f07,wu:fb09f05
321452	smc2	zebrafish	SMC2L1,fb92e05,zeh1628,zgc:55326,wu:fb92e05
321504	ssb	zebrafish	zgc:55588,wu:fb17f11
321587	naa35	zebrafish	mak10,zgc:64157,wu:fb21g10
321729	ywhabl	zebrafish	zehn0976,zgc:73065,zgc:77351,wu:fb33b01,hm:zehn0976
322013	cacng1a	zebrafish	cacng1,zgc:55364,wu:fb43f02,wu:fi19g08
322056	sulf2b	zebrafish	SULF2,sulf2l,wu:fb48e04,si:dkeyp-84g9.1
322106	csnk1da	zebrafish	Csnk1d,csnk1dl,zgc:63971,wu:fb50c04
322146	gmcl1	zebrafish	gcl,zgc:77018,wu:fb51d08
322160	pdia6	zebrafish	pdip5,pdi-p5,wu:fb51h08,wu:fc09e09
322226	lztfl1	zebrafish	fb53f12,zgc:56268,wu:fb53f12
322336	ifit15	zebrafish	ifit2,IFIT17B,wu:fb58d07
322341	cyp27a1.4	zebrafish	wu:fb58e08,si:dkeyp-68f9.12
322455	cd9a	zebrafish	cd9,zgc:73383,zgc:85743,wu:fb61g04
322508	h1-10	zebrafish	h1fx,cb1061,wu:fb12d01,wu:fb63d02
322617	gja13.1	zebrafish	gjab,cx20b,cx32.3,gja13.2,zgc:63997,wu:fb67g08
322670	aco2	zebrafish	cb1017,wu:fa10e03,wu:fb69g04,wu:fc20c11
322694	septin6	zebrafish	Sep2,sept6,fc54b04,zgc:66071,wu:fb70g05,wu:fc54b04,wu:fl76c07
322863	dnajc5ga	zebrafish	dnajc5g,fb75d01,zgc:56703,wu:fb75d01
322903	nanos1	zebrafish	fb76c12,fb93h11,fb98e07,wu:fb76c12,wu:fb93h11,wu:fb98e07,wu:fq21a10
323016	exosc8	zebrafish	wu:fb79a10,zgc:110381
323107	pgam1a	zebrafish	pgam1,wu:fb81h05
323115	smarcd1	zebrafish	wu:fa10h07,wu:fb82d01,wu:fi45f10
323197	racgap1	zebrafish	ogr,ogre,zgc:77839,wu:fb92c08
323365	rpl14	zebrafish	mg:ab04f08,wu:fb96c03,zgc:111817
323509	gnaia	zebrafish	cb874,fc01b07,wu:fc01b07
323538	coro2aa	zebrafish	coro2a,zgc:73379,wu:fc02b08
323628	vapb	zebrafish	fc05d09,zgc:66045,wu:fa96d05,wu:fc05d09
323706	rtn1a	zebrafish	rtn1,rtn5,fb64c01,zgc:73298,zgc:86778,im:7136397,wu:fb64c01,wu:fc07e07,wu:fq24d12,zgc:113566
323737	slc35b4	zebrafish	fc08c12,fc29f04,fi03h11,zgc:55288,wu:fc08c12,wu:fc29f04,wu:fi03h11
323929	mtmr14	zebrafish	fc14d11,wu:fc14d11
324256	orc6	zebrafish	orc6l,zgc:65798,zgc:77185,wu:fa94a09,wu:fc22h10
324307	atp6v0a1a	zebrafish	atp6v0a1,zgc:76965,wu:fc25b09
324365	eif2s2	zebrafish	zgc:77084,wu:fc26g03,wu:fu10f07
324490	eif4ebp3l	zebrafish	4E-BP,cb750,4E-BP3,eif4ebp3,zgc:56330,wu:fc30g07
324556	taldo1	zebrafish	Tal,zgc:66054,wu:fc32g02
324560	cyb5r3	zebrafish	fc32h03,zgc:77071,wu:fc32h03
324565	zfyve26	zebrafish	wu:fc33a03
324790	ptprna	zebrafish	IA-2,ptprn,fc43c04,wu:fc43c04
325361	chp1	zebrafish	chp,zgc:63904,wu:fc69b04,si:dkey-41n20.1
325372	scrt2	zebrafish	scrta,scrt-a,fc69h09,wu:fc69h09,zgc:162551
325410	irf2a	zebrafish	zgc:76951,wu:fc74h04
325599	lgals3b	zebrafish	Drgal3,fc90g02,lgals3l,wu:fc90g02,zgc:123117
325690	serinc1	zebrafish	tde2,zgc:77597,wu:fd02g01,wu:fd02g07
325704	get3	zebrafish	asna1,trc40,zgc:56540,zgc:86799,wu:fd05d03
325832	gtf2f1	zebrafish	rap74,C76800,fd13c08,zgc:56155,wu:fd13c08
325939	cyp2x12	zebrafish	fd49b10,wu:fd49b10,si:dkey-286h2.7
326030	slc6a19b	zebrafish	slc6a19,zgc:66050,wu:fd58f10
326729	pif1	zebrafish	cb934,fe11d03,zgc:56161,wu:fe11d03
326746	cbx1a	zebrafish	cbx1,zgc:55739,wu:fe14b09
327065	rtn1b	zebrafish	rtn1,rtn1l,wu:fa21b09,wu:fj35h01
327075	degs1	zebrafish	degs,fb81d06,im:6909319,wu:fa25h01,wu:fb81d06
327143	rhot1a	zebrafish	miro1,rhot1,zgc:55581,zgc:77063,wu:fd14e11,wu:fi14a05
327263	ppp2r2ab	zebrafish	MDS026,ppp2r2a,ppp2r2d,zgc:63780,wu:fd19g04
327284	lgals9l3	zebrafish	Lgals9,lgals9l2,zgc:92326,wu:fd20c09,zgc:111833
327301	ppp1cab	zebrafish	Ppp1ca,fb18b03,fd20h04,zgc:55744,zgc:76940,wu:fb18b03,wu:fd20h04,wu:fl22a03
327341	eif2s3	zebrafish	fi03g03,zgc:63805,Su(var)3-9,wu:fi03g03,wu:fi37d04
327368	rgs14a	zebrafish	rgs14,wu:fi04g12
327512	psat1	zebrafish	fi15b02,zgc:55738,zgc:77622,wu:fi15b02
327590	tk1	zebrafish	fi19b06,zgc:55362,wu:fi19b06
327606	ythdf1	zebrafish	fb49c02,zgc:55657,wu:fb49c02,wu:fi19h06,wu:fj87f09,wu:fp06c11
333939	lrpap1	zebrafish	wu:fi20f07,wu:fi22c06
333957	ndel1b	zebrafish	wu:fi23c04,wu:fi23e06
333987	fxyd6	zebrafish	zgc:63716,wu:fi25c12,si:dkey-36i7.1
333988	fbxl14a	zebrafish	ppaa,fb34d05,fi25d04,wu:fb34d05,wu:fi25d04
334036	zpax1	zebrafish	fi27h02,wu:fi27h02,zgc:136486,si:dkey-23g12.6,si:dkeyp-50f7.2
334121	hacd2	zebrafish	ptplb,zgc:55421,wu:fi32c08
334189	insig1	zebrafish	fb55a03,fi35b10,zgc:55439,wu:fb55a03,wu:fi35b10
334217	elovl7a	zebrafish	elovl7,fi36f02,zgc:55879,wu:fi36f02
334347	kdm4ab	zebrafish	Jmjd2a,jmjd2al,wu:fi42b08,si:ch211-262l3.1
334393	iars1	zebrafish	iars,fi46h05,zgc:63790,wu:fi46h05
334626	eif3m	zebrafish	GA17,pcid1,fa16c10,fc41f09,zgc:63996,wu:fa16c10,wu:fc41f09
334795	aip	zebrafish	wu:fa03h10,zgc:101101
335025	atp6v1g1	zebrafish	zgc:73282,wu:fa12a02,wu:fq38h02
335158	wasb	zebrafish	was,zgc:64164,wu:fk81c08
335269	itgb4	zebrafish	fl03d06,wu:fb72e01,wu:fc27g01,wu:fl03d06,zgc:136313
335396	srsf5a	zebrafish	sfrs5,sfrs5a,fb49e01,zgc:77797,im:6906390,wu:fb49e01,wu:fj09b12
335429	ccnc	zebrafish	fj11d06,zgc:73078,wu:fj11d06
335521	efhd1	zebrafish	fj19b07,wu:fj19b07,si:ch211-281l24.1
335881	kidins220b	zebrafish	fj35h03,kidins220,zgc:63531,dZ119J18.2,wu:fj35h03
335901	klf15	zebrafish	fj36d07,sb:eu823,wu:fj36d07,zgc:111859
336303	ppdpfb	zebrafish	zgc:73395,c20orf149b,c20orf149l,wu:fj62f01
336550	rps3	zebrafish	fb13d09,zgc:56088,wu:fb13d09
336553	cyb5r1	zebrafish	dia1,zgc:56042,wu:fb13e02,wu:fb15h03
336567	ftr67	zebrafish	wu:fb13h06,zgc:136688
336641	rpl17	zebrafish	fa91a06,zgc:65996,wu:fa91a06,wu:fa99c06
336789	vmp1	zebrafish	tmem49,zgc:77153,wu:fb05d08,wu:fb92g08
337223	tuba5	zebrafish	tuba8l,fb02d10,zgc:85698,wu:fb02d10
337240	rps3a	zebrafish	rpS3Ae,fb02h01,zgc:73195,zgc:86672,wu:fb02h01
337243	septin9a	zebrafish	msf,cb999,sept9,sept9a,fb02h06,wu:fb02h06
337572	ctss2.2	zebrafish	ctssb2,ctssb.2,wu:fj84d06,zgc:111950,zgc:112489
338138	copb1	zebrafish	zgc:92482,id:ibd5034,wu:fc66c05
338219	rps6ka3a	zebrafish	rps6ka3,zgc:56006,id:ibd1103,wu:fk86e02,si:ch211-114c12.12
338225	crygm4	zebrafish	
353181	mchr1a	zebrafish	gpr24a
360146	mxd	zebrafish	
368215	anxa11a	zebrafish	anx11a,ANX-XIa,fc09a11,sb:cb401,wu:fc09a11
368217	calm1b	zebrafish	CaMbeta-2,zgc:73137
368255	clic4	zebrafish	cb142,wu:fb33c05,wu:fc30h10
368421	gpr161b	zebrafish	RE2,gpr161,gpr161a,si:bz20i5.4,si:rp71-20i5.4
368433	inppl1b	zebrafish	inppl1,ship-2b,si:bz46j2.7,si:rp71-46j2.7
368448	ptpn4a	zebrafish	ptpn4,fa16h07,wu:fa16h07,si:dz37o5.1,si:busm1-37o5.1
368485	ctnnd2a	zebrafish	ctnnd2,arm-repeat,si:bz21d15.1
368488	bcap31	zebrafish	zgc:56389,si:bz30i22.4,si:rp71-30i22.4
368723	patj	zebrafish	inadl,wu:fc76h08,si:dz129i22.4,si:busm1-129i22.4
368823	fkbp11	zebrafish	wu:fd54d02,zgc:110640,si:dz202l16.2
373077	thoc1	zebrafish	p84,Tho1
373089	tjp3	zebrafish	zo-3,cb766,wu:fj93c08
373136	evpla	zebrafish	evpl,sb:cb742,si:ch211-157f15.1
386614	pdcb	zebrafish	pdc2,pdcc,zgc:123000
386634	eif4a1a	zebrafish	eif4a1,fb49a04,im:7143023,wu:fb20a10,wu:fb49a04,wu:fc76a02,wu:fc96c01,wu:fd15g03
386763	tead3a	zebrafish	cb882,tead3,si:ch211-194j14.2
386808	aph1b	zebrafish	psfl,APH1A,wu:fc41h05,wu:fi53a04
386844	ssrp1a	zebrafish	ssrp1,wu:fa11b03,wu:fd10f06
386937	dscamb	zebrafish	fm10g02,wu:fm10g02,si:ch211-69g13.1
386945	eif4ebp2	zebrafish	fa55e11,wu:fa55e11,wu:fp45e09
