NCBI GeneID	Symbol	Common Name	Synonyms
21781	Tfdp1	house mouse	Dp1,Drtf1
218038	Amph	house mouse	
21807	Tsc22d1	house mouse	Tsc,Egr5,Tsc22,TSC-22,Gm19597,Tgfb1i4
21835	Thrsp	house mouse	S14,SPOT14
21843	Tial1	house mouse	TIAR,mTIAR,5330433G13Rik
21848	Trim24	house mouse	TIF1,Tif1a,TIF1alpha,TIF1-alpha,A130082H20Rik,D430004I05Rik
21871	Atp6v0a2	house mouse	ISF,Tj6,J6B7,SHIF,Stv1,TJ6M,TJ6s,ATP6a2,Atp6n2,Atp6n1d,V-ATPase a2,8430408C20Rik,V-ATPase 116 kDa
218756	Slc4a7	house mouse	NBC3,NBCn1,NBCn1-G,E430014N10Rik,Tg(Thy1-SNCA)12Mjff
21881	Tkt	house mouse	p68
21906	Otop1	house mouse	tlt,Otp1,A530025J20Rik
21909	Tlx2	house mouse	Enx,NCX,Ncx1,Tlx1l1,Tlx1l2,Hox11l1,Hox11L.1
21917	Tmpo	house mouse	TP,LAP2,5630400D24Rik
21935	Tnfrsf17	house mouse	BCM,BCMA,Tnfrsf13,Tnfrsf13a
21946	Pglyrp1	house mouse	PGRP,Tag7,Tasg7,PGRP-S,Pglyrp,Tnfsf3l
21949	Tnfsf8	house mouse	CD153,Cd30l,CD30LG,Tnlg3a
21953	Tnni2	house mouse	
21958	Tnp1	house mouse	TP1,Tp-1,Stp-1
22018	Tpo	house mouse	
22019	Tpp2	house mouse	TPP-2,TppII
22024	Crisp2	house mouse	Tpx1,Tpx-1,GAPDL5,CRISP-2
22025	Nr2c1	house mouse	TR2,80.3,Eenr,Tr2-11,4831444H07Rik
22032	Traf4	house mouse	msp2,CART1,A530032M13Rik
22038	Plscr1	house mouse	Nor1,Tra1,Tra1a,Tra1b,Tras1,Tras2,MmTRA1a,MmTRA1b
22057	Tob1	house mouse	Tob,Trob
22130	Ttf1	house mouse	TTF-1,TTF-I
22154	Tubb5	house mouse	M(beta)5,B130022C14Rik
22165	Txk	house mouse	Rlk,Btkl,PTK4,PTK-RL-18,A130089B16Rik
22183	Zrsr2-ps1	house mouse	SP2,Zrsr1,Irlgs2,D11Ncvs75,U2af1-rs1,U2afbp-rs
22210	Ube2b	house mouse	HR6B,E214K,Rad6b,mHR6B,E2-14k
22226	Ucn	house mouse	Ucn1,Mpv17
22230	Ufd1	house mouse	Ufd1l
22262	Uox	house mouse	
22268	Upk1b	house mouse	UPIb,Upk1,Tspan20
22270	Upk3a	house mouse	UP3a,Upk3,UPIII,1110017C07Rik
22271	Upp1	house mouse	Up,Upp,UPase,UdRPase
22286	Utf1	house mouse	
22317	Vamp1	house mouse	lew,Syb1,Syb-1,VAMP-1
223227	Sox21	house mouse	Sox25
22326	Vax1	house mouse	
22334	Vdac2	house mouse	Vdac6,mVDAC2,mVDAC6
22354	Vipr1	house mouse	VPAC1,VIP-R1
22362	Vpreb1a	house mouse	CD179a,Vpreb1,Vpreb-1
223697	Sun2	house mouse	Unc84b,C030011B15,B230369L08Rik
223753	Cerk	house mouse	mKIAA1646,D330016D08Rik
223780	Adm2	house mouse	Am2,IMD,Imdn
22388	Wdr1	house mouse	Aip1,rede,D5Wsu185e
22390	Wee1	house mouse	Wee1A
22403	Ccn5	house mouse	Crgr4,Ctgfl,Rcop1,Wisp2
224480	Nox3	house mouse	het,GP91-3,nmf250
224727	Bag6	house mouse	G3,Bat3,BAG-6,Scythe,D17H6S52E,2410045D21Rik
224912	Crb3	house mouse	5730439B18
225055	Fbxo11	house mouse	Jf
225164	Mib1	house mouse	Mib,DIP-1,mindbomb,E430019M12Rik
225182	Rbbp8	house mouse	RIM,CtIP,SAE2,RBBP-8,9930104E21Rik
225600	Pde6a	house mouse	Pdea,nmf282
225631	Onecut2	house mouse	Oc2,OC-2,C730009D12
225997	Trpm6	house mouse	CHAK2,TRPM6/CHAK2
226180	Ina	house mouse	NF66,NF-66,alpha-Inx
22629	Ywhah	house mouse	
226518	Nmnat2	house mouse	PNAT1,PNAT2,D030041I09Rik
22661	Zfp148	house mouse	BERF-1,BFCOL1,ZBP-89,Znf148,2210405J08Rik
22715	Zfp57	house mouse	G19,Zfp-57
227231	Cps1	house mouse	CPS,D1Ucla3,4732433M03Rik
227288	Cxcr1	house mouse	Il8ra
227358	Erfe	house mouse	Fam132b,myonectin,4832406C22
227613	Tubb4b	house mouse	Tubb2c,Tubb2c1,4930542G03Rik
227632	Kcnt1	house mouse	slo2,Slack,Slo2.2,C030030G16Rik
22768	Zfy2	house mouse	Zfy-2
227743	Mapkap1	house mouse	Sin1,D230039K05Rik
22780	Ikzf3	house mouse	Aiolos,Zfpn1a3,Znfn1a3,5830411O07Rik
22786	Zp1	house mouse	
228026	Pdk1	house mouse	B830012B01,D530020C15Rik
228608	Smox	house mouse	PAO,SMO,PAOh1,B130066H01Rik
228993	Slc17a9	house mouse	Vnut,1700019H03Rik
230099	Car9	house mouse	Ca9,CAIX,MN/CA9
230233	Elp1	house mouse	IKAP,Ikbkap,6030413P05,3110040G09Rik
230598	Nrdc	house mouse	Nrd1,NRD-C,2600011I06Rik
230674	Kdm4a	house mouse	Jmjd2,JHDM3A,Jmjd2a,mKIAA0677,D4Ertd222e
230810	Slc30a2	house mouse	Znt2,ZnT-2
231051	Kmt2c	house mouse	HALR,Mll3,E330008K23Rik
231470	Fras1	house mouse	bl,mKIAA1500,E130113P14Rik
231986	Jazf1	house mouse	Jaz1,Tip27,C820002C15
232431	Gprc5a	house mouse	Rai3,Raig1
233186	Siglecf	house mouse	Siglec5,mSiglec-F
233274	Siglech	house mouse	Siglec-H,6430529G09Rik
233489	Picalm	house mouse	CALM,CLTH,fit1,fit-1,PAP180,mKIAA4114
233744	Spon1	house mouse	FSP,D330035F22Rik
233904	Setd1a	house mouse	KMT2F,mNSC1,Nsccn1,mKIAA0339
234130	Dkk4	house mouse	Dkk-4
234258	Neil3	house mouse	
234724	Tat	house mouse	
234836	Il17c	house mouse	IL-17C
235344	Sik2	house mouse	Snf1lk2,G630080D20Rik
235402	Lingo1	house mouse	LERN1,Lrrn6a,UNQ201,LINGO-1,4930471K13Rik
235505	Cd109	house mouse	GARP,9930012E15Rik
236266	Alms1	house mouse	bbb
237928	Phospho1	house mouse	Phospo1,D11Moh36
23795	Agr2	house mouse	Agr2h,Gob-4,HAG-2,XAG-2,mAG-2
23802	Amfr	house mouse	gp78
238057	Gdf7	house mouse	BMP12
23808	Ash2l	house mouse	
23831	Car14	house mouse	Ca14,CA-XIV
23832	Xcr1	house mouse	Gpr5,mXcr1,Ccxcr1
238328	Vash1	house mouse	TTCP 1,D930046M13Rik,G630009D10Rik
23850	Pappa2	house mouse	PLAC3,Pappe,PAPP-A2
23853	Def6	house mouse	Ibp,Slat,Slat2,Slat6,2410003F05Rik,6430538D02Rik
23863	Dand5	house mouse	Dte,coco,Cerl2,Cerr2,GREM3,Cerl-2
23879	Fxr2	house mouse	FXR2P,Fxr2h
238988	Erc2	house mouse	CAST,CAST1,CAST1/ERC2,ELKS2alpha,D14Ertd171e
23908	Hs2st1	house mouse	2OST,Hs2st,mKIAA0448
23938	Map2k5	house mouse	MEK5,Mapkk5,Prkmk5
23942	Mta2	house mouse	mmta2,Mta1l1,Mata1l1
239611	Muc19	house mouse	sld,MUC-19
23965	Tenm3	house mouse	Odz1,Odz3,Ten-m3,mKIAA1455,2610100B16Rik
23966	Tenm4	house mouse	Doc4,ELM2,Odz4,l7Rn3,Ten-m4,l(7)-3Rn,mKIAA1302
23968	Nlrp5	house mouse	Op1,Mater,Nalp5,PAN11
23983	Pcbp1	house mouse	WBP17,[a]CP-1,hnRNP E1,hnRNP-E1,alphaCP-1
23991	Cib1	house mouse	Kip,Cibkip,Prkdcip
23992	Prkra	house mouse	PRK,RAX,Pact,lear
240087	Mdc1	house mouse	Nfbd1,mKIAA0170,6820401C03
24012	Rgs7	house mouse	
24051	Sgcb	house mouse	43DAG,beta-SG
24061	Smc1a	house mouse	Smc1,Smcb,Sb1.8,SMC-1A,Smc1l1,Smc1alpha,mKIAA0178,5830426I24Rik
24105	Rbck1	house mouse	UIP28,HOIL-1,HOIL-1L,Ubce7ip3
24108	Ubd	house mouse	FAT10
241113	Prkag3	house mouse	Amkg3,Ampkg3,AMPKg3L,AMPKg3S
24113	Vax2	house mouse	Dres93
24131	Ldb3	house mouse	ZASP,PDLIM6
241324	Crb2	house mouse	5930402A21
242022	Frem2	house mouse	my,ne,nv1,Gm409,b2b1562Clo,6030440P17Rik,8430406N05Rik
243270	Hcar1	house mouse	Gpr81
243548	Prickle2	house mouse	Pk2,mpk2,6230400G14Rik,6720451F06Rik
243910	Nfkbid	house mouse	IkappaBNS,ikB-delta,I-kappa-B-delta
243912	Hspb6	house mouse	Gm479,Hsp20
243958	Siglecg	house mouse	Siglec-G,Siglec10,mSiglec-G,9830164H23,A630096C01Rik
244349	Kat6a	house mouse	MOZ,Myst3,Zfp220,1500036M03,9930021N24Rik
244551	Nanos3	house mouse	nos3
245474	Dkc1	house mouse	
245688	Rbbp7	house mouse	mRbAp46
246179	Fktn	house mouse	Fcmd,D830030O17Rik
246256	Fcgr4	house mouse	Fcrl3,CD16-2,FcgRIV,Fcgr3a,FcgammaRIV,4833442P21Rik
246313	Prokr2	house mouse	PKR2,Gpr73l1,Gpcr73l1,EG-VEGRF2,B830005M06Rik
252837	Ackr4	house mouse	PPR1,CCBP2,CCR11,Ccrl1,VSHK1,CCX-CKR,Cmkbrl1,CCX-CKR1,A630091E18Rik
252972	Tpcn1	house mouse	Tpc1,mKIAA1169,5730403B01Rik
259302	Srgap3	house mouse	Gbi,WRP,MEGAP,Arhgap14,mKIAA0411,D130026O08Rik
26356	Ing1	house mouse	mING1h,p33Ing1,p37Ing1b,2610028J21Rik
26364	Adgre5	house mouse	Cd97,TM7LN1
26377	Dapp1	house mouse	Bam32
26386	Hsf4	house mouse	HSF 4,HSTF4,ldis1,mHSF4,HSTF 4
26405	Map3k2	house mouse	Mekk2,Mekk2b,9630061B06Rik
264064	Cdk8	house mouse	
26411	Map4k1	house mouse	Hpk1,mHPK1
26422	Nbea	house mouse	Lyst2,mKIAA1544
26431	Git2	house mouse	CAT2,mKIAA0148,1500036H07Rik,5830420E16Rik,6430510B20Rik,9630056M03Rik,B230104M05Rik
26433	Plod3	house mouse	LH3
26447	Poli	house mouse	Rad30b
26458	Slc27a2	house mouse	VLCS,Vlac,FATP2,Vlacs,ACSVL1
26563	Ror1	house mouse	Ntrkr1,2810404D04Rik
26874	Abcd2	house mouse	ALDR,ABC39,ALDL1,ALDRP
268749	Rnf31	house mouse	HOIP,Paul,Flj10111,mFLJ00217
26875	Pclo	house mouse	Acz,Pico
26909	Exo1	house mouse	Msa,5730442G03Rik
269224	Pask	house mouse	mKIAA0135
269275	Acvr1c	house mouse	ALK7,Alk-7,ACTR-IC,ACVRLK7,C230097P10
26934	Racgap1	house mouse	gtl11,Band25,GTPase,MgcRacGAP,mKIAA1478
269800	Zfp384	house mouse	NP,Ciz,Nmp4,C130073D16Rik
27041	G3bp1	house mouse	G3bp,mKIAA4115,B430204O07
27050	Rps3	house mouse	Rs_3,D7Ertd795e
27052	Aoah	house mouse	4930433E13Rik
27226	Pla2g7	house mouse	PAF-AH
27261	Dok3	house mouse	Dokl
27361	Msrb1	house mouse	SELX,SelR,Sepr,Sepx1,D17Wsu82e
27371	Sh2d2a	house mouse	Lad,Ribp,Tsad
27403	Abca7	house mouse	ABCX,Abc51
27428	Shroom3	house mouse	Shrm,Shrm3,D5Ertd287e
27494	Amot	house mouse	Sii6,CAG-2,D0Kist1
27528	Nrep	house mouse	Harp,P311,PTZ17,SEZ17,D0H4S114
27643	Ubl4a	house mouse	Gdx,Ubl4,DXS254E,DXS254Eh,DXHXS254E
277360	Prex1	house mouse	Setd6,P-REX1,G630042G04
278180	Vsig4	house mouse	CRIg,Z39IG,A530061A11
27984	Efhd2	house mouse	D4Wsu27e,2600015J22Rik
28114	Nsun2	house mouse	Misu,D13Wsu123e
28248	Slco1a1	house mouse	Oatp1,OATP-1,Oatp1a1,Slc21a1,A530084B21
28253	Slco1b2	house mouse	OATP2,Oatp4,lst-1,OATP-C,mlst-1,Oatp1b2,Slc21a6,Slc21a10,7330442B20Rik
286940	Flnb	house mouse	Fln-b
29819	Stau2	house mouse	
29869	Ulk2	house mouse	Unc51.2,mKIAA0623,A830085I22Rik
29876	Clic4	house mouse	TU-74,mc3s5,D0Jmb3,mtCLIC
30051	Spdef	house mouse	Pse,PDEF
30052	Pcsk1n	house mouse	KEP,PEN,Pan3,SAAS,bLEN,lLEN,PEN19,PEN20,SAASCT,proSAAS
30805	Slc22a4	house mouse	Octn1
30877	Gnl3	house mouse	Ns
30925	Slamf6	house mouse	KAL1,NTBA,KAL1b,Ly108,NTB-A,SF2000
30952	Cngb3	house mouse	CNG6,CCNC2,Cngbeta2
319197	Gpr4	house mouse	
319229	Sctr	house mouse	6530402O03Rik
319239	Npsr1	house mouse	GPRA,MVTR,VRR1,PGR14,Gpr154,9330128H10Rik
319765	Igf2bp2	house mouse	Imp2,IMP-2,Neilsen,C330012H03Rik
319801	Tigar	house mouse	9630033F20Rik
319924	Apba1	house mouse	X11,Mint,Mint1,Lin-10,Urop11,X11alpha,6430513E09Rik
320150	Zdhhc17	house mouse	Hip14,DHHC-17,A230053P19Rik,D130071N24Rik
320404	Itpkb	house mouse	1110033J02Rik,E130307H12Rik
320713	Mysm1	house mouse	C130067A03Rik,C530050H10Rik
320795	Pkn1	house mouse	DBK,Pkn,PAK1,PRK1,Stk3,Prkcl1,F730027O18Rik
329064	Pkd2l1	house mouse	PCL,Pkdl,PKD2L,TRPP3,B830002B15
329244	Il19	house mouse	
329252	Lgr6	house mouse	D830026M09,A530037C04Rik
329941	Col8a2	house mouse	
330166	Miat	house mouse	Rncr2,gomafu,3632434I06,A230057G18Rik
332396	Kcnk18	house mouse	Trik,Gm781,Tresk,Tresk-2
338352	Nell1	house mouse	l7R6,B230343H07Rik
353156	Egfl7	house mouse	Zneu1,VE-statin
353172	Gars1	house mouse	Gars,Nmf249,Sgrp23,GENA202,Gena201
380698	Obscn	house mouse	Gm878,UNC89
380797	Ighd	house mouse	IgD,Igh-5
380924	Olfm4	house mouse	GC1,OlfD,pPD4,GW112,Gm296,Gm913
381810	Lpar5	house mouse	LPA5,GPR93,Gpr92,Gm1072
383229	Hba-ps4	house mouse	Gm5226,Hba-a4,Hba-4ps,EG383229
383491	Prdm14	house mouse	
384059	Tlr12	house mouse	Tlr11,Gm1365
387135	Mir18	house mouse	Mirn18,mir-18a,mmu-mir-18,mmu-mir-18a
387143	Mir101a	house mouse	Mirn101,miR-101,Mirn101a,mir-101a
387146	Mir127	house mouse	Mirn127,mir-127,mmu-mir-127
387147	Mir128-1	house mouse	Mirn128,Mirn128a,Mirn128-1,mir-128-1
387153	Mir135a-1	house mouse	Mirn135,Mir135a01,Mirn135a-1,mir-135a-1
387157	Mir139	house mouse	Mirn139,mir-139,mmu-mir-139
387159	Mir141	house mouse	Mirn141,mir-141,mmu-mir-141
387166	Mir148a	house mouse	Mirn148,Mirn148a,mir-148a
387179	Mir184	house mouse	Mirn184,mir-184,mmu-mir-184
387189	Mir194-1	house mouse	Mirn194,miR-194,Mirn194-1,mir-194-1
387226	Mir30b	house mouse	Mirn30b,mir-30b,mmu-mir-30b
387227	Mir30c-1	house mouse	Mirn30c,Mirn30c-1,mir-30c-1
387245	Mirlet7b	house mouse	let-7b,Mirnlet7b,mmu-let-7b
387609	Zhx2	house mouse	Raf,Afr1,Afr-1,mKIAA0854
394436	Ugt1a1	house mouse	Gnt1,UgtBr1,UGT1A01,Udpgt-1a,UDPGT 1-1
432486	Gnptab	house mouse	EG432486
433375	Creg1	house mouse	Creg
50496	E2f6	house mouse	EMA,E2F6a,E2F6b
50527	Ero1a	house mouse	Ero1l,ERO1-L
50766	Crim1	house mouse	
50779	Rgs6	house mouse	
50791	Magi2	house mouse	AIP-1,Acvri1,Magi-2,S-SCAM,Acvrip1,Acvrinp1,mKIAA0705
50794	Klf13	house mouse	Bteb3,FKLF2,NSLP1,FKLF-2,RFLAT1,RFLAT-1,0610043C13Rik,9430029L20Rik
50799	Slc25a13	house mouse	Ctrn
50850	Spast	house mouse	Spg4,mKIAA1083
50905	Il17rb	house mouse	Evi27,Il17br,IL-17ER,IL17RH1,IL-17Rh1
50916	Irx4	house mouse	
50933	Uchl3	house mouse	UCH-L3
51791	Rgs14	house mouse	RPIP1
51800	Bok	house mouse	mtd,matador
51810	Hnrnpu	house mouse	SAFA,Hnrpu,Sp120,hnRNP U
52028	Bbs1	house mouse	D19Ertd609e
52163	Camk1	house mouse	Camk,CaMKIalpha,D6Ertd263e
52609	Cbx7	house mouse	D15Ertd417e,1600014J01Rik
52882	Rgs7bp	house mouse	R7bp,D13Bwg1146e,A930030I01Rik
53310	Dlg3	house mouse	Dlgh3,SAP102,mKIAA1232
53313	Atp2a3	house mouse	Serca3,SERCA3b
53320	Folh1	house mouse	GCP2,mopsm
53324	Nptx2	house mouse	np2,Narp
53325	Banp	house mouse	SMAR1
53376	Usp2	house mouse	Ubp41,B930035K21Rik
53378	Sdcbp	house mouse	Sycl,MDA-9,syntenin-1
53381	Prdx4	house mouse	Prx4,TRANK,AOE372,Prx-iv
53422	Ybx2	house mouse	Msy2
53612	Vti1b	house mouse	GES30,SNARE,MVti1b,Vti1-rp1
53870	Cntn6	house mouse	NB-3
53881	Slc5a3	house mouse	Smit1
54125	Polm	house mouse	Tdt-N,B230309I03Rik
54135	Lsr	house mouse	ILDR3,Lisch7
54189	Rabep1	house mouse	Rab5ep,rabaptin-5,rabaptin-5alpha
54196	Pabpn1	house mouse	PAB2,Pabp3,mPABII
54199	Ccrl2	house mouse	E01,Ackr5,CCR11,L-CCR,Cmkbr1l2,1810047I05Rik
54200	Sult2b1	house mouse	ST2B1,SULT2B
54219	Cd320	house mouse	8D6,NG29,VLDL,TCblR,425O18-1,D17Ertd716e
54353	Skap2	house mouse	RA70,Saps,Scap2,SKAP-HOM,mSKAP55R,2610021A10Rik
54354	Rassf5	house mouse	Rapl,Maxp1,Nore1,Nore1A,Nore1B,1300019G20Rik
54371	Chst2	house mouse	Chts2,GST-2,Gn6st,GlcNAc6ST,C130041E03Rik
54409	Ramp2	house mouse	
54447	Asah2	house mouse	
54448	Il36a	house mouse	Fil1,If36a,Il1f6,Il1f9,IL-1H1,IL1RP2
54450	Il36rn	house mouse	Il1f5,If36rn,Il-1h3,Il1hy1,IL-36Ra,Fil1delta
54598	Calcrl	house mouse	CRLR
54611	Pde3a	house mouse	A930022O17Rik
54670	Atp8b1	house mouse	Ic,FIC1
546729	Calhm1	house mouse	EG546729
54712	Plxnc1	house mouse	CD232,Vespr,2510048K12Rik
55951	Mpc1	house mouse	Brp44l,0610006G08Rik,3830411I18Rik
55961	Slc13a1	house mouse	Nas1,NaSi-1
55984	Camkk1	house mouse	Camkk,caMKK 1,caM-KK 1,CaMKKalpha,caMKK alpha,caM-KK alpha
56044	Rala	house mouse	Ral,Rasl1,3010001O15Rik
56045	Samhd1	house mouse	Mg11,mSAMHD1,E330031J07Rik
56048	Lgals8	house mouse	Lgals-8,D13Ertd524e,1200015E08Rik
56066	Cxcl11	house mouse	Ip9,H174,Itac,b-R1,Cxc11,I-tac,Scyb11,Scyb9b,betaR1
56085	Ubqln1	house mouse	Da41,Dsk2,Plic1,Xdrp1,Plic-1,D13Ertd372e,1110046H03Rik,1810030E05Rik
56177	Olfm1	house mouse	AMY,Noe1,OlfA,Pancortin,Pancortin3
56212	Rhog	house mouse	Arhg,Sid10750,2810426G09Rik
56216	Stx1b	house mouse	Stx1b,Syn1b,Stx1b2,Stx1bl
56217	Pals1	house mouse	Mpp5,3830420B02Rik
56218	Patz1	house mouse	Mazr,Patz,Zfp278,8430401L15Rik
56315	Rhcg	house mouse	
56318	Acp3	house mouse	Lap,PAP,Acpp,FRAP,Ppal,5'-NT,A030005E02Rik
56350	Arl3	house mouse	
56351	Ptges3	house mouse	p23,Tebp,Ptges,cPGES,sid3177,5730442A20Rik
56353	Rybp	house mouse	DEDAF,YEAF1,2410018J24Rik
56374	Tmem59	house mouse	ORF18,MTDCF1,D4Ertd20e,1110001M20Rik,3110046P06Rik
56381	Spen	house mouse	Mint,mKIAA0929
56403	Syncrip	house mouse	pp68,Nsap1,Nsap1l,GRY-RBP,hnRNP Q,2610109K23Rik,4632417O19Rik
56420	Ppp4c	house mouse	Ppx,pp4,PP-X,PP4C,1110002D08Rik
56421	Pfkp	house mouse	PFK-C,PFK-P,ATP-PFK,1200015H23Rik,9330125N24Rik
56426	Pdcd10	house mouse	Ccm3,Tfa15,Tfar15,2410003B13Rik
56429	Dpt	house mouse	Eq1,EQ-1,1810032B19Rik,5033416F05Rik
56437	Rrad	house mouse	Rad,REM3
56438	Rbx1	house mouse	ROC1,1500002P15Rik
56449	Ybx3	house mouse	Yb2,Csda,Dpba,MSY3,MSY4,dbpA,oxyR
56453	Mbtps1	house mouse	S1P,Ski1,SKI-1,mKIAA0091,0610038M03Rik
56455	Dynll1	house mouse	Pin,Dlc8,Dnclc1
56456	Actl6a	house mouse	ARP4,Actl6,Baf53a,2810432C06Rik
56485	Slc2a5	house mouse	Glut5,Slc5a
56486	Gabarap	house mouse	
56491	Vapb	house mouse	VAP-B,VAMP-B,VAP33b,D2Abb2e,Vamp33b
56492	Cldn18	house mouse	
56501	Elf4	house mouse	Mef,Gm9907
56513	Pard6a	house mouse	Par6,Par-6,Par6c,TAX40,PAR-6A,Tip-40,PAR6alpha,0710008C04Rik,2610010A15Rik
56543	Kcnd3	house mouse	Kncd3,Kv4.3
56551	Txn2	house mouse	Trx2,2510006J11Rik
56626	Poll	house mouse	1110003P06Rik
56711	Plag1	house mouse	
56715	Rabgef1	house mouse	Rin2,Rab5ef,Rabex5
56720	Tdo2	house mouse	TO,TDO,chky
56727	Miox	house mouse	RSOR,Aldrl6,0610009I10Rik
56735	Krt71	house mouse	Ca,Cu,Cal4,mK6irs,Krt2-6g,mK6irs1
56743	Lat2	house mouse	LAB,NTAL,WSCR5,Wbscr5,Wbscr15
56745	C1qtnf1	house mouse	Adip,CTRP1,Zsig37,1600017K21Rik
56838	Ccl28	house mouse	MEC,CCK1,Scya28
57260	Ltb4r2	house mouse	BLT2,LTB4-R2,LTB4-R 2,LTB4-R-2,5830462O07Rik
57376	Smarce1	house mouse	Baf27,2810417B20Rik,5830412H02Rik,9030408N19Rik
57385	P2ry4	house mouse	P2Y4,P2Y4R
57764	Ntn4	house mouse	
57783	Tnip1	house mouse	Nef,VAN,ABIN,Naf1,ABIN1,ABIN-1
57813	Tk2	house mouse	mt-TK
58176	Rhbg	house mouse	
58182	Prokr1	house mouse	Pkr1,Gpr73,Pk-r1,EG-VEGFR1
58185	Rsad2	house mouse	SAND,Vig1,cig5,2510004L01Rik
58200	Ppp1r1a	house mouse	I-1,0610038N18Rik
58206	Zbtb32	house mouse	Rog,FAXF,FAZF,PLZP,Tzfp,4930524C15Rik
58220	Pard6b	house mouse	Par6b
58230	Rnf8	house mouse	AIP37,laXp180,3830404E21Rik
58802	Kcnmb4	house mouse	BKbeta4,slo-beta-4,k(VCA)beta-4,1700058G18Rik,2900045G12Rik
58810	Akr1a1	house mouse	Akr1a4,2610201A18Rik
58869	Pex5l	house mouse	PXR2,Pex2,TRIP8b,pex5Rp,1700016J08Rik
59007	Ngly1	house mouse	Png1,PNGase,1110002C09Rik
59036	Dact1	house mouse	Frd1,FRODO,MDpr1,MTNG3,DAPPER,Frodo1,THYEX3,DAPPER1,4921528D17Rik
59040	Rhot1	house mouse	Arht1,Miro1,2210403N23Rik,C430039G08Rik
59041	Stk25	house mouse	Ysk1,Ste20-like,1500019J11Rik
59091	Jph2	house mouse	Jp2,JP-2,1110002E14Rik
60344	Fign	house mouse	fi,Fgn,fidget
60525	Acss2	house mouse	ACS,ACAS,Acs1,Acas1,Acas2,aceCS,AceCS1,1110017C11Rik
60534	Fancg	house mouse	Xrcc9
60599	Trp53inp1	house mouse	SIP,Teap,SIP18,SIP27,Stinp,Tp53inp1,p53DINP1,2700057G22Rik
60986	D19Mit1	house mouse	
624219	Angptl8	house mouse	Rifl,Gm6484,EG624219
637515	Nlrp1b	house mouse	Nalp1b
63953	Dusp10	house mouse	MKP5,MKP-5,2610306G15Rik
63985	Gmfb	house mouse	D14Ertd630e,3110001H22Rik,3110001O16Rik
64010	Sav1	house mouse	Sav,Salv,WW45,Wwp3,Wwp4,1700040G09Rik
64058	Perp	house mouse	THW,KCP1,PIGPC1,KRTCAP1,1110017A08Rik
64074	Smoc2	house mouse	Smoc2l,1700056C05Rik,5430426J21Rik
641025	LOC641025	house mouse	Igh,Igm,IGHV,IgVH,CRP55H
64138	Ctsz	house mouse	CTSX,D2Wsu143e
64290	Foxb1	house mouse	C43,Mf3,Twh,Fkh5,Foxb1a,Foxb1b,Hfh-e5.1
64378	Gpr88	house mouse	Strg
64406	Sp5	house mouse	
64436	Inpp5e	house mouse	72kDa,mKIAA0123,1200002L24Rik
64652	Nisch	house mouse	I-1,edsn,1200007D05Rik,3202002H23Rik
64707	Suv39h2	house mouse	KMT1B,D2Ertd544e,4930507K23Rik,D030054H19Rik
65106	Arl6ip5	house mouse	Aip-5,addiscin,Gtrap3-18,5930404D22Rik
65960	Twsg1	house mouse	Tsg,Twg,D17Ertd403e,1810013J15Rik,9030422N06Rik
65962	Nherf2	house mouse	Sip1,Octs2,Sip-1,Tka-1,E3karp,Sryip1,NHERF-2,Slc9a3r2,0610011L07Rik,1200011K07Rik,2010007A20Rik
65969	Cubn	house mouse	D2Wsu88e
65972	Ifi30	house mouse	GILT,IP30
66214	Rgcc	house mouse	Rgc32,Rgc-32,1190002H23Rik
66222	Serpinb1a	house mouse	EI,EIA,LEI,PI2,MNEI,M/NEI,ELANH2,1190005M04Rik
664783	Dux	house mouse	Dux4,Duxbl,AW822073,EG664783
664883	Nova1	house mouse	Nova-1,G630039L02,9430099M15Rik
66500	Slc30a7	house mouse	ZnT7,ZnT-7,Zntl2,1810059J10Rik,2610034N15Rik,4833428C12Rik
66508	Lamtor1	house mouse	p18,Pdro,2400001E08Rik
66513	Tab1	house mouse	Map3k7ip1,b2b449Clo,2310012M03Rik
66612	Ormdl3	house mouse	2810011N17Rik
66615	Atg4b	house mouse	Apg4b,Autl1,Atg4bl,MmAPG4B,2510009N07Rik
66679	Rae1	house mouse	MNRP,MNRP41,D2Ertd342e,3230401I12Rik
66713	Actr2	house mouse	Arp2,D6Ertd746e,4921510D23Rik
66830	Nacc1	house mouse	Nac1,Btbd14b,2010001H03Rik,4930511N13Rik
66889	Rnf128	house mouse	GRAIL,Greul1,1300002C13Rik
66894	Wwp2	house mouse	AIP2,1300010O06Rik
66905	Plin3	house mouse	Tip47,M6prbp1,1300012C15Rik
66993	Smarcd3	house mouse	BAF60C,1500001J14Rik,2210409C08Rik
67006	Cisd2	house mouse	Zcd2,Naf-1,Miner1,Noxp70,1500009M05Rik,1500026J14Rik,1500031D15Rik,B630006A20Rik
67112	Fgf22	house mouse	Fgf5d,FGF-22,2210414E06Rik
67154	Mtdh	house mouse	3D3,AEG-1,Lyric,3D3/Lyric,D8Bwg1112e,2610103J23Rik
67177	Cdt1	house mouse	DUP,Ris2,2610318F11Rik
672511	Rnf213	house mouse	mysterin,6030403J01,D11Ertd759e
67452	Pnpla8	house mouse	Ipla2(gamma),1200006O19Rik
67473	Slc47a1	house mouse	MATE1,mMATE1,1300013J15Rik
67526	Atg12	house mouse	Apg12l,Atg12l,4931423H11Rik,A330058M13Rik
67605	Akt1s1	house mouse	Lobe,Lobel,PRAS40,1110012J22Rik
