NCBI GeneID	Symbol	Common Name	Synonyms
131338014	LOC131338014	house mouse	
131338015	LOC131338015	house mouse	
131338016	LOC131338016	house mouse	
131338017	LOC131338017	house mouse	
131338018	LOC131338018	house mouse	
131338019	LOC131338019	house mouse	
131338020	LOC131338020	house mouse	
131338021	LOC131338021	house mouse	
131338022	LOC131338022	house mouse	
131338023	LOC131338023	house mouse	
131338024	LOC131338024	house mouse	
131338025	LOC131338025	house mouse	
131338026	LOC131338026	house mouse	
131338027	LOC131338027	house mouse	
131338028	LOC131338028	house mouse	
131338029	LOC131338029	house mouse	
131338030	LOC131338030	house mouse	
131338031	LOC131338031	house mouse	
131338032	LOC131338032	house mouse	
131338033	LOC131338033	house mouse	
131338034	LOC131338034	house mouse	
131338035	LOC131338035	house mouse	
131338036	LOC131338036	house mouse	
131338037	LOC131338037	house mouse	
131338038	LOC131338038	house mouse	
131338039	LOC131338039	house mouse	
131338040	LOC131338040	house mouse	
131338041	LOC131338041	house mouse	
131338042	LOC131338042	house mouse	
131338043	LOC131338043	house mouse	
131338044	LOC131338044	house mouse	
131338045	LOC131338045	house mouse	
131338046	LOC131338046	house mouse	
131338047	LOC131338047	house mouse	
131338048	LOC131338048	house mouse	
131338049	LOC131338049	house mouse	
131338050	LOC131338050	house mouse	
131338051	LOC131338051	house mouse	
131338052	LOC131338052	house mouse	
131338053	LOC131338053	house mouse	
131338054	LOC131338054	house mouse	
131338055	LOC131338055	house mouse	
131338056	LOC131338056	house mouse	
131338057	LOC131338057	house mouse	
131338058	LOC131338058	house mouse	
131338059	LOC131338059	house mouse	
131338060	LOC131338060	house mouse	
131338061	LOC131338061	house mouse	
131338062	LOC131338062	house mouse	
131338063	LOC131338063	house mouse	
131338064	LOC131338064	house mouse	
131338065	LOC131338065	house mouse	
131338066	LOC131338066	house mouse	
131338067	LOC131338067	house mouse	
131338068	LOC131338068	house mouse	
131338069	LOC131338069	house mouse	
131338070	LOC131338070	house mouse	
131338071	LOC131338071	house mouse	
131338072	LOC131338072	house mouse	
131338073	LOC131338073	house mouse	
131338074	LOC131338074	house mouse	
131338075	LOC131338075	house mouse	
131338076	LOC131338076	house mouse	
131338077	LOC131338077	house mouse	
131338078	LOC131338078	house mouse	
131338079	LOC131338079	house mouse	
131338080	LOC131338080	house mouse	
131338081	LOC131338081	house mouse	
131338082	LOC131338082	house mouse	
131338083	LOC131338083	house mouse	
131338084	LOC131338084	house mouse	
131338085	LOC131338085	house mouse	
131338086	LOC131338086	house mouse	
131338087	LOC131338087	house mouse	
131338088	LOC131338088	house mouse	
131338089	LOC131338089	house mouse	
131338090	LOC131338090	house mouse	
131338091	LOC131338091	house mouse	
131338092	LOC131338092	house mouse	
131338093	LOC131338093	house mouse	
131338094	LOC131338094	house mouse	
131338095	LOC131338095	house mouse	
131338096	LOC131338096	house mouse	
131338097	LOC131338097	house mouse	
131338098	LOC131338098	house mouse	
131338099	LOC131338099	house mouse	
131338100	LOC131338100	house mouse	
131338101	LOC131338101	house mouse	
131338102	LOC131338102	house mouse	
131338103	LOC131338103	house mouse	
131338104	LOC131338104	house mouse	
131338105	LOC131338105	house mouse	
131338106	LOC131338106	house mouse	
131338107	LOC131338107	house mouse	
131338108	LOC131338108	house mouse	
131338109	LOC131338109	house mouse	
131338110	LOC131338110	house mouse	
131338111	LOC131338111	house mouse	
131338112	LOC131338112	house mouse	
131338113	LOC131338113	house mouse	
131338114	LOC131338114	house mouse	
131338115	LOC131338115	house mouse	
131338116	LOC131338116	house mouse	
131338117	LOC131338117	house mouse	
131338118	LOC131338118	house mouse	
131338119	LOC131338119	house mouse	
131338120	LOC131338120	house mouse	
131338121	LOC131338121	house mouse	
131338122	LOC131338122	house mouse	
131338123	LOC131338123	house mouse	
131338124	LOC131338124	house mouse	
131338125	LOC131338125	house mouse	
131338126	LOC131338126	house mouse	
131338127	LOC131338127	house mouse	
131338128	LOC131338128	house mouse	
131338129	LOC131338129	house mouse	
131338130	LOC131338130	house mouse	
131338131	LOC131338131	house mouse	
131338132	LOC131338132	house mouse	
131338133	LOC131338133	house mouse	
131338134	LOC131338134	house mouse	
131338135	LOC131338135	house mouse	
131338136	LOC131338136	house mouse	
131338137	LOC131338137	house mouse	
131338138	LOC131338138	house mouse	
131338139	LOC131338139	house mouse	
131338140	LOC131338140	house mouse	
131338141	LOC131338141	house mouse	
131338142	LOC131338142	house mouse	
131338143	LOC131338143	house mouse	
131338144	LOC131338144	house mouse	
131338145	LOC131338145	house mouse	
131338146	LOC131338146	house mouse	
131338147	LOC131338147	house mouse	
131338148	LOC131338148	house mouse	
131338149	LOC131338149	house mouse	
131338150	LOC131338150	house mouse	
131338151	LOC131338151	house mouse	
131338152	LOC131338152	house mouse	
131338153	LOC131338153	house mouse	
131338154	LOC131338154	house mouse	
131338155	LOC131338155	house mouse	
131338156	LOC131338156	house mouse	
131338157	LOC131338157	house mouse	
131338158	LOC131338158	house mouse	
131338159	LOC131338159	house mouse	
131338160	LOC131338160	house mouse	
131338161	LOC131338161	house mouse	
131338162	LOC131338162	house mouse	
131338163	LOC131338163	house mouse	
131338164	LOC131338164	house mouse	
131338165	LOC131338165	house mouse	
131338166	LOC131338166	house mouse	
131338167	LOC131338167	house mouse	
131338168	LOC131338168	house mouse	
131338169	LOC131338169	house mouse	
131338170	LOC131338170	house mouse	
131338171	LOC131338171	house mouse	
131338172	LOC131338172	house mouse	
131338173	LOC131338173	house mouse	
131338174	LOC131338174	house mouse	
131338175	LOC131338175	house mouse	
131338176	LOC131338176	house mouse	
131338177	LOC131338177	house mouse	
131338178	LOC131338178	house mouse	
131338179	LOC131338179	house mouse	
131338180	LOC131338180	house mouse	
131338181	LOC131338181	house mouse	
131338182	LOC131338182	house mouse	
131338183	LOC131338183	house mouse	
131338184	LOC131338184	house mouse	
131338185	LOC131338185	house mouse	
131338186	LOC131338186	house mouse	
131338187	LOC131338187	house mouse	
131338188	LOC131338188	house mouse	
131338189	LOC131338189	house mouse	
131338190	LOC131338190	house mouse	
131338191	LOC131338191	house mouse	
131338192	LOC131338192	house mouse	
131338193	LOC131338193	house mouse	
131338194	LOC131338194	house mouse	
131338195	LOC131338195	house mouse	
131338196	LOC131338196	house mouse	
131338197	LOC131338197	house mouse	
131338198	LOC131338198	house mouse	
131338199	LOC131338199	house mouse	
131338200	LOC131338200	house mouse	
131338201	LOC131338201	house mouse	
131338202	LOC131338202	house mouse	
131338203	LOC131338203	house mouse	
131338204	LOC131338204	house mouse	
131338205	LOC131338205	house mouse	
131338206	LOC131338206	house mouse	
131338207	LOC131338207	house mouse	
131338208	LOC131338208	house mouse	
131338209	LOC131338209	house mouse	
131338210	LOC131338210	house mouse	
131338211	LOC131338211	house mouse	
131338212	LOC131338212	house mouse	
131338213	LOC131338213	house mouse	
131338214	LOC131338214	house mouse	
131338215	LOC131338215	house mouse	
131338216	LOC131338216	house mouse	
131338217	LOC131338217	house mouse	
131338218	LOC131338218	house mouse	
131338219	LOC131338219	house mouse	
131338220	LOC131338220	house mouse	
131338221	LOC131338221	house mouse	
131338222	LOC131338222	house mouse	
131338223	LOC131338223	house mouse	
131338224	LOC131338224	house mouse	
131338225	LOC131338225	house mouse	
131338226	LOC131338226	house mouse	
131338227	LOC131338227	house mouse	
131338228	LOC131338228	house mouse	
131338229	LOC131338229	house mouse	
131338230	LOC131338230	house mouse	
131338231	LOC131338231	house mouse	
131338232	LOC131338232	house mouse	
131338233	LOC131338233	house mouse	
131338234	LOC131338234	house mouse	
131338235	LOC131338235	house mouse	
131338236	LOC131338236	house mouse	
131338237	LOC131338237	house mouse	
131338238	LOC131338238	house mouse	
131338239	LOC131338239	house mouse	
131338240	LOC131338240	house mouse	
131338241	LOC131338241	house mouse	
131338242	LOC131338242	house mouse	
131338243	LOC131338243	house mouse	
131338244	LOC131338244	house mouse	
131338245	LOC131338245	house mouse	
131338246	LOC131338246	house mouse	
131338247	LOC131338247	house mouse	
131338248	LOC131338248	house mouse	
131338249	LOC131338249	house mouse	
131338250	LOC131338250	house mouse	
131338251	LOC131338251	house mouse	
131338252	LOC131338252	house mouse	
131338253	LOC131338253	house mouse	
131338254	LOC131338254	house mouse	
131338255	LOC131338255	house mouse	
131338256	LOC131338256	house mouse	
131338257	LOC131338257	house mouse	
131338258	LOC131338258	house mouse	
131338259	LOC131338259	house mouse	
131338260	LOC131338260	house mouse	
131338261	LOC131338261	house mouse	
131338262	LOC131338262	house mouse	
131338263	LOC131338263	house mouse	
131338264	LOC131338264	house mouse	
131338265	LOC131338265	house mouse	
131338266	LOC131338266	house mouse	
131338267	LOC131338267	house mouse	
131338268	LOC131338268	house mouse	
131338269	LOC131338269	house mouse	
131338270	LOC131338270	house mouse	
131338271	LOC131338271	house mouse	
131338272	LOC131338272	house mouse	
131338273	LOC131338273	house mouse	
131338274	LOC131338274	house mouse	
131338275	LOC131338275	house mouse	
131338276	LOC131338276	house mouse	
131338277	LOC131338277	house mouse	
131338278	LOC131338278	house mouse	
131338279	LOC131338279	house mouse	
131338280	LOC131338280	house mouse	
131338281	LOC131338281	house mouse	
131338282	LOC131338282	house mouse	
131338283	LOC131338283	house mouse	
131338284	LOC131338284	house mouse	
131338285	LOC131338285	house mouse	
131338286	LOC131338286	house mouse	
131338287	LOC131338287	house mouse	
131338288	LOC131338288	house mouse	
131338289	LOC131338289	house mouse	
131338290	LOC131338290	house mouse	
131338291	LOC131338291	house mouse	
131338292	LOC131338292	house mouse	
131338293	LOC131338293	house mouse	
131338294	LOC131338294	house mouse	
131338295	LOC131338295	house mouse	
131338296	LOC131338296	house mouse	
131338297	LOC131338297	house mouse	
131338298	LOC131338298	house mouse	
131338299	LOC131338299	house mouse	
131338300	LOC131338300	house mouse	
131338301	LOC131338301	house mouse	
131338302	LOC131338302	house mouse	
131338303	LOC131338303	house mouse	
131338304	LOC131338304	house mouse	
131338305	LOC131338305	house mouse	
131338306	LOC131338306	house mouse	
131338307	LOC131338307	house mouse	
131338308	LOC131338308	house mouse	
131338309	LOC131338309	house mouse	
131338310	LOC131338310	house mouse	
131338311	LOC131338311	house mouse	
131338312	LOC131338312	house mouse	
131338313	LOC131338313	house mouse	
131338314	LOC131338314	house mouse	
131338315	LOC131338315	house mouse	
131338316	LOC131338316	house mouse	
131338317	LOC131338317	house mouse	
131338318	LOC131338318	house mouse	
131338319	LOC131338319	house mouse	
131338320	LOC131338320	house mouse	
131338321	LOC131338321	house mouse	
131338322	LOC131338322	house mouse	
131338323	LOC131338323	house mouse	
131338324	LOC131338324	house mouse	
131338325	LOC131338325	house mouse	
131338326	LOC131338326	house mouse	
131338327	LOC131338327	house mouse	
131338328	LOC131338328	house mouse	
131338329	LOC131338329	house mouse	
131338330	LOC131338330	house mouse	
131338331	LOC131338331	house mouse	
131338332	LOC131338332	house mouse	
131338333	LOC131338333	house mouse	
131338334	LOC131338334	house mouse	
131338335	LOC131338335	house mouse	
131338336	LOC131338336	house mouse	
131338337	LOC131338337	house mouse	
131338338	LOC131338338	house mouse	
131338339	LOC131338339	house mouse	
131338340	LOC131338340	house mouse	
131338341	LOC131338341	house mouse	
131338342	LOC131338342	house mouse	
131338343	LOC131338343	house mouse	
131338344	LOC131338344	house mouse	
131338345	LOC131338345	house mouse	
131338346	LOC131338346	house mouse	
131338347	LOC131338347	house mouse	
131338348	LOC131338348	house mouse	
131338349	LOC131338349	house mouse	
131338350	LOC131338350	house mouse	
131338351	LOC131338351	house mouse	
131338352	LOC131338352	house mouse	
131338353	LOC131338353	house mouse	
131338354	LOC131338354	house mouse	
131338355	LOC131338355	house mouse	
131338356	LOC131338356	house mouse	
131338357	LOC131338357	house mouse	
131338358	LOC131338358	house mouse	
131338359	LOC131338359	house mouse	
131338360	LOC131338360	house mouse	
131338361	LOC131338361	house mouse	
131338362	LOC131338362	house mouse	
131338363	LOC131338363	house mouse	
131338364	LOC131338364	house mouse	
131338365	LOC131338365	house mouse	
131338366	LOC131338366	house mouse	
131338367	LOC131338367	house mouse	
131338368	LOC131338368	house mouse	
131338369	LOC131338369	house mouse	
131338370	LOC131338370	house mouse	
131338371	LOC131338371	house mouse	
131338372	LOC131338372	house mouse	
131338373	LOC131338373	house mouse	
131338374	LOC131338374	house mouse	
131338375	LOC131338375	house mouse	
131338376	LOC131338376	house mouse	
131338377	LOC131338377	house mouse	
131338378	LOC131338378	house mouse	
131338379	LOC131338379	house mouse	
131338380	LOC131338380	house mouse	
131338381	LOC131338381	house mouse	
131338382	LOC131338382	house mouse	
131338383	LOC131338383	house mouse	
131338384	LOC131338384	house mouse	
131338385	LOC131338385	house mouse	
131338386	LOC131338386	house mouse	
131338387	LOC131338387	house mouse	
131338388	LOC131338388	house mouse	
131338389	LOC131338389	house mouse	
131338390	LOC131338390	house mouse	
131338391	LOC131338391	house mouse	
131338392	LOC131338392	house mouse	
131338393	LOC131338393	house mouse	
131338394	LOC131338394	house mouse	
131338395	LOC131338395	house mouse	
131338396	LOC131338396	house mouse	
131338397	LOC131338397	house mouse	
131338398	LOC131338398	house mouse	
131338399	LOC131338399	house mouse	
131338400	LOC131338400	house mouse	
131338401	LOC131338401	house mouse	
131338402	LOC131338402	house mouse	
131338403	LOC131338403	house mouse	
131338404	LOC131338404	house mouse	
131338405	LOC131338405	house mouse	
131338406	LOC131338406	house mouse	
131338407	LOC131338407	house mouse	
131338408	LOC131338408	house mouse	
131338409	LOC131338409	house mouse	
131338410	LOC131338410	house mouse	
131338411	LOC131338411	house mouse	
131338412	LOC131338412	house mouse	
131338413	LOC131338413	house mouse	
131338414	LOC131338414	house mouse	
131338415	LOC131338415	house mouse	
131338416	LOC131338416	house mouse	
131338417	LOC131338417	house mouse	
131338418	LOC131338418	house mouse	
131338419	LOC131338419	house mouse	
131338420	LOC131338420	house mouse	
131338421	LOC131338421	house mouse	
131338422	LOC131338422	house mouse	
131338423	LOC131338423	house mouse	
131338424	LOC131338424	house mouse	
131338425	LOC131338425	house mouse	
131338426	LOC131338426	house mouse	
131338427	LOC131338427	house mouse	
131338428	LOC131338428	house mouse	
131338429	LOC131338429	house mouse	
131338430	LOC131338430	house mouse	
131338431	LOC131338431	house mouse	
131338432	LOC131338432	house mouse	
131338433	LOC131338433	house mouse	
131338434	LOC131338434	house mouse	
131338435	LOC131338435	house mouse	
131338436	LOC131338436	house mouse	
131338437	LOC131338437	house mouse	
131338438	LOC131338438	house mouse	
131338439	LOC131338439	house mouse	
131338440	LOC131338440	house mouse	
131338441	LOC131338441	house mouse	
131338442	LOC131338442	house mouse	
131338443	LOC131338443	house mouse	
131338444	LOC131338444	house mouse	
131338445	LOC131338445	house mouse	
131338446	LOC131338446	house mouse	
131338447	LOC131338447	house mouse	
131338448	LOC131338448	house mouse	
131338449	LOC131338449	house mouse	
131338450	LOC131338450	house mouse	
131338451	LOC131338451	house mouse	
131338452	LOC131338452	house mouse	
131338453	LOC131338453	house mouse	
131338454	LOC131338454	house mouse	
131338455	LOC131338455	house mouse	
131338456	LOC131338456	house mouse	
131338457	LOC131338457	house mouse	
131338458	LOC131338458	house mouse	
131338459	LOC131338459	house mouse	
131338460	LOC131338460	house mouse	
131338461	LOC131338461	house mouse	
131338462	LOC131338462	house mouse	
131338463	LOC131338463	house mouse	
131338464	LOC131338464	house mouse	
131338465	LOC131338465	house mouse	
131338466	LOC131338466	house mouse	
131338467	LOC131338467	house mouse	
131338468	LOC131338468	house mouse	
131338469	LOC131338469	house mouse	
131338470	LOC131338470	house mouse	
131338471	LOC131338471	house mouse	
131338472	LOC131338472	house mouse	
131338473	LOC131338473	house mouse	
131338474	LOC131338474	house mouse	
131338475	LOC131338475	house mouse	
131338476	LOC131338476	house mouse	
131338477	LOC131338477	house mouse	
131338478	LOC131338478	house mouse	
131338479	LOC131338479	house mouse	
131338480	LOC131338480	house mouse	
131338481	LOC131338481	house mouse	
131338482	LOC131338482	house mouse	
131338483	LOC131338483	house mouse	
131338484	LOC131338484	house mouse	
131338485	LOC131338485	house mouse	
131338486	LOC131338486	house mouse	
131338487	LOC131338487	house mouse	
131338488	LOC131338488	house mouse	
131338489	LOC131338489	house mouse	
131338490	LOC131338490	house mouse	
131338491	LOC131338491	house mouse	
131338492	LOC131338492	house mouse	
131338493	LOC131338493	house mouse	
131338494	LOC131338494	house mouse	
131338495	LOC131338495	house mouse	
131338496	LOC131338496	house mouse	
131338497	LOC131338497	house mouse	
131338498	LOC131338498	house mouse	
131338499	LOC131338499	house mouse	
131338500	LOC131338500	house mouse	
131338501	LOC131338501	house mouse	
131338502	LOC131338502	house mouse	
131338503	LOC131338503	house mouse	
131338504	LOC131338504	house mouse	
131338505	LOC131338505	house mouse	
131338506	LOC131338506	house mouse	
131338507	LOC131338507	house mouse	
131338508	LOC131338508	house mouse	
131338509	LOC131338509	house mouse	
131338510	LOC131338510	house mouse	
131338511	LOC131338511	house mouse	
131338512	LOC131338512	house mouse	
131338513	LOC131338513	house mouse	
131338514	LOC131338514	house mouse	
131338515	LOC131338515	house mouse	
131338516	LOC131338516	house mouse	
131338517	LOC131338517	house mouse	
131338518	LOC131338518	house mouse	
131338519	LOC131338519	house mouse	
131338520	LOC131338520	house mouse	
131338521	LOC131338521	house mouse	
131338522	LOC131338522	house mouse	
131338523	LOC131338523	house mouse	
131338524	LOC131338524	house mouse	
131338525	LOC131338525	house mouse	
131338526	LOC131338526	house mouse	
131338527	LOC131338527	house mouse	
131338528	LOC131338528	house mouse	
131338529	LOC131338529	house mouse	
131338530	LOC131338530	house mouse	
131338531	LOC131338531	house mouse	
131338532	LOC131338532	house mouse	
131338533	LOC131338533	house mouse	
131338534	LOC131338534	house mouse	
131338535	LOC131338535	house mouse	
131338536	LOC131338536	house mouse	
131338537	LOC131338537	house mouse	
131338538	LOC131338538	house mouse	
131338539	LOC131338539	house mouse	
131338540	LOC131338540	house mouse	
131338541	LOC131338541	house mouse	
131338542	LOC131338542	house mouse	
131338543	LOC131338543	house mouse	
131338544	LOC131338544	house mouse	
131338545	LOC131338545	house mouse	
131338546	LOC131338546	house mouse	
131338547	LOC131338547	house mouse	
131338548	LOC131338548	house mouse	
131338549	LOC131338549	house mouse	
131338550	LOC131338550	house mouse	
131338551	LOC131338551	house mouse	
131338552	LOC131338552	house mouse	
131338553	LOC131338553	house mouse	
131338554	LOC131338554	house mouse	
131338555	LOC131338555	house mouse	
131338556	LOC131338556	house mouse	
131338557	LOC131338557	house mouse	
131338558	LOC131338558	house mouse	
131338559	LOC131338559	house mouse	
131338560	LOC131338560	house mouse	
131338561	LOC131338561	house mouse	
131338562	LOC131338562	house mouse	
131338563	LOC131338563	house mouse	
131338564	LOC131338564	house mouse	
131338565	LOC131338565	house mouse	
131338566	LOC131338566	house mouse	
131338567	LOC131338567	house mouse	
131338568	LOC131338568	house mouse	
131338569	LOC131338569	house mouse	
131338570	LOC131338570	house mouse	
131338571	LOC131338571	house mouse	
131338572	LOC131338572	house mouse	
131338573	LOC131338573	house mouse	
131338574	LOC131338574	house mouse	
131338575	LOC131338575	house mouse	
131338576	LOC131338576	house mouse	
131338577	LOC131338577	house mouse	
131338578	LOC131338578	house mouse	
131338579	LOC131338579	house mouse	
131338580	LOC131338580	house mouse	
131338581	LOC131338581	house mouse	
131338582	LOC131338582	house mouse	
131338583	LOC131338583	house mouse	
131338584	LOC131338584	house mouse	
131338585	LOC131338585	house mouse	
131338586	LOC131338586	house mouse	
131338587	LOC131338587	house mouse	
131338588	LOC131338588	house mouse	
131338589	LOC131338589	house mouse	
131338590	LOC131338590	house mouse	
131338591	LOC131338591	house mouse	
131338592	LOC131338592	house mouse	
131338593	LOC131338593	house mouse	
131338594	LOC131338594	house mouse	
131338595	LOC131338595	house mouse	
131338596	LOC131338596	house mouse	
131338597	LOC131338597	house mouse	
131338598	LOC131338598	house mouse	
131338599	LOC131338599	house mouse	
131338600	LOC131338600	house mouse	
131338601	LOC131338601	house mouse	
131338602	LOC131338602	house mouse	
131338603	LOC131338603	house mouse	
131338604	LOC131338604	house mouse	
131338605	LOC131338605	house mouse	
131338606	LOC131338606	house mouse	
131338607	LOC131338607	house mouse	
131338608	LOC131338608	house mouse	
131338609	LOC131338609	house mouse	
131338610	LOC131338610	house mouse	
131338611	LOC131338611	house mouse	
131338612	LOC131338612	house mouse	
131338613	LOC131338613	house mouse	
131338614	LOC131338614	house mouse	
131338615	LOC131338615	house mouse	
131338616	LOC131338616	house mouse	
131338617	LOC131338617	house mouse	
131338618	LOC131338618	house mouse	
131338619	LOC131338619	house mouse	
131338620	LOC131338620	house mouse	
131338621	LOC131338621	house mouse	
131338622	LOC131338622	house mouse	
131338623	LOC131338623	house mouse	
131338624	LOC131338624	house mouse	
131338625	LOC131338625	house mouse	
131338626	LOC131338626	house mouse	
131338627	LOC131338627	house mouse	
131338628	LOC131338628	house mouse	
131338629	LOC131338629	house mouse	
131338630	LOC131338630	house mouse	
131338631	LOC131338631	house mouse	
131338632	LOC131338632	house mouse	
131338633	LOC131338633	house mouse	
131338634	LOC131338634	house mouse	
131338635	LOC131338635	house mouse	
131338636	LOC131338636	house mouse	
131338637	LOC131338637	house mouse	
131338638	LOC131338638	house mouse	
131338639	LOC131338639	house mouse	
131338640	LOC131338640	house mouse	
131338641	LOC131338641	house mouse	
131338642	LOC131338642	house mouse	
131338643	LOC131338643	house mouse	
131338644	LOC131338644	house mouse	
131338645	LOC131338645	house mouse	
131338646	LOC131338646	house mouse	
131338647	LOC131338647	house mouse	
131338648	LOC131338648	house mouse	
131338649	LOC131338649	house mouse	
131338650	LOC131338650	house mouse	
131338651	LOC131338651	house mouse	
131338652	LOC131338652	house mouse	
131338653	LOC131338653	house mouse	
131338654	LOC131338654	house mouse	
131338655	LOC131338655	house mouse	
131338656	LOC131338656	house mouse	
131338657	LOC131338657	house mouse	
131338658	LOC131338658	house mouse	
131338659	LOC131338659	house mouse	
131338660	LOC131338660	house mouse	
131338661	LOC131338661	house mouse	
131338662	LOC131338662	house mouse	
131338663	LOC131338663	house mouse	
131338664	LOC131338664	house mouse	
131338665	LOC131338665	house mouse	
131338666	LOC131338666	house mouse	
131338667	LOC131338667	house mouse	
131338668	LOC131338668	house mouse	
131338669	LOC131338669	house mouse	
131338670	LOC131338670	house mouse	
131338671	LOC131338671	house mouse	
131338672	LOC131338672	house mouse	
131338673	LOC131338673	house mouse	
131338674	LOC131338674	house mouse	
131338675	LOC131338675	house mouse	
131338676	LOC131338676	house mouse	
131338677	LOC131338677	house mouse	
131338678	LOC131338678	house mouse	
131338679	LOC131338679	house mouse	
131338680	LOC131338680	house mouse	
131338681	LOC131338681	house mouse	
131338682	LOC131338682	house mouse	
131338683	LOC131338683	house mouse	
131338684	LOC131338684	house mouse	
131338685	LOC131338685	house mouse	
131338686	LOC131338686	house mouse	
131338687	LOC131338687	house mouse	
131338688	LOC131338688	house mouse	
131338689	LOC131338689	house mouse	
131338690	LOC131338690	house mouse	
131338691	LOC131338691	house mouse	
131338692	LOC131338692	house mouse	
131338693	LOC131338693	house mouse	
131338694	LOC131338694	house mouse	
131338695	LOC131338695	house mouse	
131338696	LOC131338696	house mouse	
131338697	LOC131338697	house mouse	
131338698	LOC131338698	house mouse	
131338699	LOC131338699	house mouse	
131338700	LOC131338700	house mouse	
131338701	LOC131338701	house mouse	
131338702	LOC131338702	house mouse	
131338703	LOC131338703	house mouse	
131338704	LOC131338704	house mouse	
131338705	LOC131338705	house mouse	
131338706	LOC131338706	house mouse	
131338707	LOC131338707	house mouse	
131338708	LOC131338708	house mouse	
131338709	LOC131338709	house mouse	
131338710	LOC131338710	house mouse	
131338711	LOC131338711	house mouse	
131338712	LOC131338712	house mouse	
131338713	LOC131338713	house mouse	
131338714	LOC131338714	house mouse	
131338715	LOC131338715	house mouse	
131338716	LOC131338716	house mouse	
131338717	LOC131338717	house mouse	
131338718	LOC131338718	house mouse	
131338719	LOC131338719	house mouse	
131338720	LOC131338720	house mouse	
131338721	LOC131338721	house mouse	
131338722	LOC131338722	house mouse	
131338723	LOC131338723	house mouse	
131338724	LOC131338724	house mouse	
131338725	LOC131338725	house mouse	
131338726	LOC131338726	house mouse	
131338727	LOC131338727	house mouse	
131338728	LOC131338728	house mouse	
131338729	LOC131338729	house mouse	
131338730	LOC131338730	house mouse	
131338731	LOC131338731	house mouse	
131338732	LOC131338732	house mouse	
131338733	LOC131338733	house mouse	
131338734	LOC131338734	house mouse	
131338735	LOC131338735	house mouse	
131338736	LOC131338736	house mouse	
131338737	LOC131338737	house mouse	
131338738	LOC131338738	house mouse	
131338739	LOC131338739	house mouse	
131338740	LOC131338740	house mouse	
131338741	LOC131338741	house mouse	
131338742	LOC131338742	house mouse	
131338743	LOC131338743	house mouse	
131338744	LOC131338744	house mouse	
131338745	LOC131338745	house mouse	
131338746	LOC131338746	house mouse	
131338747	LOC131338747	house mouse	
131338748	LOC131338748	house mouse	
131338749	LOC131338749	house mouse	
131338750	LOC131338750	house mouse	
131338751	LOC131338751	house mouse	
131338752	LOC131338752	house mouse	
131338753	LOC131338753	house mouse	
131338754	LOC131338754	house mouse	
131338755	LOC131338755	house mouse	
131338756	LOC131338756	house mouse	
131338757	LOC131338757	house mouse	
131338758	LOC131338758	house mouse	
131338759	LOC131338759	house mouse	
131338760	LOC131338760	house mouse	
131338761	LOC131338761	house mouse	
131338762	LOC131338762	house mouse	
131338763	LOC131338763	house mouse	
131338764	LOC131338764	house mouse	
131338765	LOC131338765	house mouse	
131338766	LOC131338766	house mouse	
131338767	LOC131338767	house mouse	
131338768	LOC131338768	house mouse	
131338769	LOC131338769	house mouse	
131338770	LOC131338770	house mouse	
131338771	LOC131338771	house mouse	
131338772	LOC131338772	house mouse	
131338773	LOC131338773	house mouse	
131338774	LOC131338774	house mouse	
131338775	LOC131338775	house mouse	
131338776	LOC131338776	house mouse	
131338777	LOC131338777	house mouse	
131338778	LOC131338778	house mouse	
131338779	LOC131338779	house mouse	
131338780	LOC131338780	house mouse	
131338781	LOC131338781	house mouse	
131338782	LOC131338782	house mouse	
131338783	LOC131338783	house mouse	
131338784	LOC131338784	house mouse	
131338785	LOC131338785	house mouse	
131338786	LOC131338786	house mouse	
131338787	LOC131338787	house mouse	
131338788	LOC131338788	house mouse	
131338789	LOC131338789	house mouse	
131338790	LOC131338790	house mouse	
131338791	LOC131338791	house mouse	
131338792	LOC131338792	house mouse	
131338793	LOC131338793	house mouse	
131338794	LOC131338794	house mouse	
131338795	LOC131338795	house mouse	
131338796	LOC131338796	house mouse	
131338797	LOC131338797	house mouse	
131338798	LOC131338798	house mouse	
131338799	LOC131338799	house mouse	
131338800	LOC131338800	house mouse	
131338801	LOC131338801	house mouse	
131338802	LOC131338802	house mouse	
131338803	LOC131338803	house mouse	
131338804	LOC131338804	house mouse	
131338805	LOC131338805	house mouse	
131338806	LOC131338806	house mouse	
131338807	LOC131338807	house mouse	
131338808	LOC131338808	house mouse	
131338809	LOC131338809	house mouse	
131338810	LOC131338810	house mouse	
131338811	LOC131338811	house mouse	
131338812	LOC131338812	house mouse	
131338813	LOC131338813	house mouse	
131338814	LOC131338814	house mouse	
131338815	LOC131338815	house mouse	
131338816	LOC131338816	house mouse	
131338817	LOC131338817	house mouse	
131338818	LOC131338818	house mouse	
131338819	LOC131338819	house mouse	
131338820	LOC131338820	house mouse	
131338821	LOC131338821	house mouse	
131338822	LOC131338822	house mouse	
131338823	LOC131338823	house mouse	
131338824	LOC131338824	house mouse	
131338825	LOC131338825	house mouse	
131338826	LOC131338826	house mouse	
131338827	LOC131338827	house mouse	
131338828	LOC131338828	house mouse	
131338829	LOC131338829	house mouse	
131338830	LOC131338830	house mouse	
131338831	LOC131338831	house mouse	
131338832	LOC131338832	house mouse	
131338833	LOC131338833	house mouse	
131338834	LOC131338834	house mouse	
131338835	LOC131338835	house mouse	
